0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
0.006318 0.006318 0.006318
0.011754 0.011754 0.011754
0.017829 0.017829 0.017829
0.027041 0.027041 0.027041
0.040983 0.040983 0.040983
0.061752 0.061752 0.061752
0.088922 0.088922 0.088922
0.095862 0.095862 0.095862
0.043757 0.043757 0.043757
0.010036 0.010036 0.010036
0.001948 0.001948 0.001948
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000001 0.000001 0.000001
0.000002 0.000002 0.000002
0.000004 0.000004 0.000004
0.000008 0.000008 0.000008
0.000019 0.000019 0.000019
0.000043 0.000043 0.000043
0.000098 0.000098 0.000098
0.000226 0.000226 0.000226
0.000519 0.000519 0.000519
0.001194 0.001194 0.001194
0.002747 0.002747 0.002747
